search_key,job_name,company_name,job_location,location,post_time,salary,others,skills
researcher,"Quantitative User Experience Researcher, Early Career 2024",Google,"Sunnyvale, CA (On-site)","Sunnyvale, CA",Reposted 3 weeks ago,"$102,000/yr - $150,000/yr (from job description)","['$102K/yr - $150K/yr', 'On-site', 'Full-time', 'Entry level']","['Data Analytics', 'Stata', 'Cognitive Science', 'Data Storytelling', 'Human Computer Interaction', 'Human Factors', 'Product Research', 'Quantitative Research', 'User Experience (UX)', 'User Interface Design']"
researcher,Research Associate,Gallup,"Chicago, IL (On-site)","Chicago, IL",Reposted 6 days ago,"$60,000/yr - $80,000/yr (from job description)","['$60K/yr - $80K/yr', 'On-site', 'Full-time', 'Entry level']","['Data Analytics', 'Customer Satisfaction', 'Dashboards', 'Data Analysis', 'Data Cleaning', 'Economics', 'Psychology', 'Sociology', 'Statistical Concepts', 'Survey Research']"
researcher,Research Analyst,Washington DC Economic Partnership,"Washington, DC (Hybrid)","Washington, DC",5 days ago,"$60,000/yr - $65,000/yr","['$60K/yr - $65K/yr', 'Hybrid', 'Full-time']","['Analytical Skills', 'ArcGIS Products', 'Economic Data Analysis', 'Economic Development', 'Geographic Information Systems (GIS)', 'Qualitative Research', 'Quantitative Research', 'Report Writing', 'Research Skills', 'Writing']"
researcher,2025 AI Research Summer Associate,JPMorganChase,"New York, NY","New York, NY",Reposted 1 week ago,0,['Full-time'],"['Data Analytics', 'Analytical Skills', 'Artificial Intelligence (AI)', 'Communication', 'Data Analysis', 'Experimental Design', 'Machine Learning', 'Multi-disciplinary Teams', 'Statistical Data Analysis', 'Written Communication']"
researcher,2025 Quantum Computing Applied Research Summer Analyst,JPMorganChase,"New York, NY","New York, NY",2 weeks ago,0,['Full-time'],"['Communication', 'Computer Science', 'Computing', 'Error Correction', 'Linear Algebra', 'Quantum Computing', 'Query Writing', 'Scientific Papers', 'Secondary Research', 'Technical Writing']"
researcher,Research Associate 1,Massachusetts Institute of Technology,"Cambridge, MA (Hybrid)","Cambridge, MA",1 month ago,0,"['Hybrid', 'Full-time', 'Entry level']","['Data Analytics', 'Communication', 'Data Collection', 'Data Science', 'ELISA', 'High-Performance Liquid Chromatography (HPLC)', 'Laboratory Skills', 'Molecular Biology', 'Oral Communication', 'Teamwork']"
researcher,"Economist, Prime Economics",Amazon,"Chicago, IL","Chicago, IL",3 applicants,"$116,300/yr - $201,000/yr (from job description)","['$116.3K/yr - $201K/yr', 'Full-time']","['SAS (Software)', 'Stata', 'Statistical Software', 'Academic Research', 'Datasets', 'Development Economics', 'Economic Policy', 'Economics', 'Forecasting', 'Prediction']"
researcher,Research Associate,Gallup,Greater Chicago Area (Hybrid),Greater Chicago Area,Reposted 3 weeks ago,"$60,000/yr - $80,000/yr","['$60K/yr - $80K/yr', 'Hybrid', 'Full-time', 'Associate']","['Data Management', 'R (Programming Language)', 'Analytical Skills', 'Data Analysis', 'Datasets', 'IBM SPSS', 'Microsoft Excel', 'Project Management', 'Research Skills', 'Survey Research']"
researcher,Summer 2025 Intern - Quantitative Risk Analysis - RBOPS,Federal Reserve Board,"Washington, DC (On-site)","Washington, DC",Over 100 applicants,$25.58/hr - $39.42/hr (from job description),"['$25.58/hr - $39.42/hr', 'On-site', 'Internship', 'Internship']","['Data Manipulation', 'Data Science', 'Econometrics', 'Financial Instruments', 'Graduate Level', 'Monte Carlo', 'Quantitative Risk', 'Quantitative Risk Analysis', 'Systemic Risk', 'Time Series Analysis']"
researcher,"Markets - Quantitative Analysis, Summer Analyst - New York City - US, 2025",Citi,"New York, NY (On-site)","New York, NY",Reposted 2 weeks ago,"$80,000/yr - $115,000/yr (from job description)","['$80K/yr - $115K/yr', 'On-site', 'Full-time']","['Algorithmic Trading', 'Communication', 'Computer Science', 'Data Science', 'Financial Instruments', 'Market Data', 'Mathematics', 'Quantitative Analytics', 'Quantitative Finance', 'Trading Strategies']"
researcher,Research Scholar (6256U) #71343,"University of California, Berkeley","Berkeley, CA","Berkeley, CA",2 months ago,$34.77/hr - $48.28/hr (from job description),"['$34.77/hr - $48.28/hr', 'Part-time']","['Data Analytics', 'Briefing', 'Computer Science', 'Data Collection', 'Literature Reviews', 'Presentations', 'Quantitative Analytics', 'Research Design', 'Sociology', 'Statistical Analysis']"
researcher,Research Strategic Consultant Intern: 2025,IBM,"Yorktown Heights, NY","Yorktown Heights, NY",2 weeks ago,0,['Full-time'],"['Analytical Skills', 'Business Consulting', 'Business Value', 'Communication', 'Data Cleaning', 'Data Manipulation', 'Market Research', 'Pattern Recognition', 'Problem Solving', 'Research Skills']"
researcher,Quantitative User Research Intern,Robinhood,"New York, NY (Hybrid)","New York, NY",2 weeks ago,$40/hr,"['$40/hr', 'Hybrid', 'Internship', 'Internship']","['Quantitative Research', 'Research Skills', 'Statistical Analysis', 'User Experience (UX)', 'User Research']"
researcher,"Monitoring, Evaluation, Research & Learning Intern (IP)",Save the Children US,"Fairfield, CT","Fairfield, CT",1 day ago,$17/hr (from job description),"['$17/hr', 'Full-time', 'Internship']","['Data Analytics', 'Adaptive Management', 'Communication', 'Data Analysis', 'English', 'Interpersonal Skills', 'System Monitoring', 'System Operations', 'Technical Writing', 'Writing']"
researcher,2025 Summer User Research Analyst Intern,Yanfeng,"Novi, MI (On-site)","Novi, MI",1 day ago,0,"['On-site', 'Full-time', 'Internship']","['Analytical Skills', 'Communication', 'Human Factors', 'Market Research', 'Qualitative Research', 'Quantitative Research', 'Report Writing', 'Research Skills', 'Secondary Research', 'Teamwork']"
researcher,Quantitative Researcher - Master's: 2025,Jobs via eFinancialCareers,"Bala-Cynwyd, PA (Hybrid)","Bala-Cynwyd, PA",1 week ago,0,"['Hybrid', 'Full-time', 'Internship']","['Communication', 'Computer Literacy', 'Computer Science', 'Data Science', 'Mathematics', 'Problem Solving', 'Quantitative Analytics', 'Quantitative Research', 'Research Projects', 'Trading Strategies']"
researcher,2025 Quantum-Inspired - Summer Associate,JPMorganChase,"New York, NY","New York, NY",Reposted 2 weeks ago,0,['Full-time'],"['Algorithms', 'C (Programming Language)', 'C++', 'Communication', 'Computer Science', 'Discrete Optimization', 'Mathematics', 'Monte Carlo', 'Technical Writing', 'Writing']"
researcher,Junior Quant Researcher,Thurn Partners,"New York, United States (On-site)","New York, United States",2 days ago,"$350,000/yr - $400,000/yr (from job description)","['$350K/yr - $400K/yr', 'On-site', 'Full-time', 'Entry level']","['Data Analytics', 'Automated Trading', 'Computer Science', 'Data Analysis', 'Data Science', 'Datasets', 'Financial Engineering', 'Quantitative Analytics', 'Quantitative Finance', 'Statistical Modeling']"
researcher,"2024 Intern, GenAI/LLM Research",Samsung Research America (SRA),"Mountain View, CA (On-site)","Mountain View, CA",1 week ago,$48/hr - $63/hr (from job description),"['$48/hr - $63/hr', 'On-site', 'Full-time', 'Internship']","['Artificial Intelligence (AI)', 'Communication', 'Computer Science', 'Data Science', 'Generative AI', 'Machine Learning', 'Natural Language Processing (NLP)', 'Neuro-Linguistic Programming (NLP)', 'Presentations', 'Prototyping']"
researcher,Palestine Researcher - REMOTE,ACLED,"Washington, DC","Washington, DC",2 weeks ago,0,"['Full-time', 'Entry level']","['Data Management', 'Attention to Detail', 'Deadline Oriented', 'English', 'Molecular Biology', 'Polymerase Chain Reaction (PCR)', 'Quantitative Data', 'Regional Studies', 'Reliability', 'Research Skills']"
researcher,Research Internship/Co-op,Waabi,"San Francisco County, CA (Hybrid)","San Francisco County, CA",4 months ago,$34/hr - $60/hr (from job description),"['$34/hr - $60/hr', 'Hybrid', 'Internship', 'Mid-Senior level']","['Artificial Intelligence (AI)', 'Communication', 'Computer Science', 'Computer Vision', 'Data Science', 'Interpersonal Skills', 'Linear Algebra', 'Machine Learning', 'Production Systems', 'Research Projects']"
researcher,Research Administration Apprenticeship Program (RAAP),Carnegie Mellon University,"Pittsburgh, PA","Pittsburgh, PA",31 applicants,0,"['Full-time', 'Internship']","['Accounting Standards', 'Communication', 'Customer Service', 'F&A', 'General Administration', 'Google Sheets', 'Oral Communication', 'Pre-award', 'Problem Solving', 'Research Administration']"
researcher,Federal Consultant Intern,IBM,"Washington, DC","Washington, DC",Reposted 1 week ago,0,['Full-time'],"['Active Listening', 'Communication', 'Competitive Strategies', 'Interpersonal Skills', 'Logical Approach', 'Operational Excellence', 'Quantitative Analytics', 'Stakeholder Engagement', 'Synthesizing', 'System Implementations']"
researcher,"2025 Masters Summer Internship - Quant Research Analyst, Client Solutions & Analytics, US",PIMCO,"Newport Beach, CA (On-site)","Newport Beach, CA",Over 100 applicants,"$165,000/yr (from job description)","['$165K/yr', 'On-site', 'Full-time', 'Internship']","['Asset Pricing', 'Client Presentation', 'Data Science', 'Econometrics', 'Financial Engineering', 'Fixed-Income Investing', 'Quantitative Analytics', 'Quantitative Finance', 'Quantitative Research', 'Theoretical Physics']"
researcher,Global Graduate Program - Quantitative Analysis/Data Science,Gunvor Group,"Houston, TX (On-site)","Houston, TX",1 day ago,0,"['On-site', 'Full-time', 'Internship']","['Analytical Skills', 'C#', 'Commodities', 'Communication', 'Market Analysis', 'Market Research', 'Mathematics', 'Problem Solving', 'Statistical Analysis', 'Trading Strategies']"
researcher,Responsible Tech Research Scientist Intern: 2025,IBM,"Yorktown Heights, NY","Yorktown Heights, NY",4 days ago,0,['Full-time'],"['Area Studies', 'Cell Culture', 'Communication', 'Critical Theory', 'Oral Communication', 'Polymerase Chain Reaction (PCR)', 'Presentations', 'Research Skills', 'Statistics', 'White Papers']"
researcher,Fundamental Researcher - Canvas,Point72,"New York, United States (On-site)","New York, United States",Reposted 2 weeks ago,"$81,000/yr - $100,000/yr (from job description)","['$81K/yr - $100K/yr', 'On-site', 'Full-time', 'Entry level']","['Analytical Skills', 'Communication', 'Ethical Decision Making', 'Gears', 'Oral Communication', 'Packet Switching', 'Polymerase Chain Reaction (PCR)', 'Problem Solving', 'Qualitative Research', 'Quantitative Research']"
researcher,NERA PhD Summer Intern (2026 Graduates),Jobs via eFinancialCareers,"New York, NY (On-site)","New York, NY",2 weeks ago,$95/hr (from job description),"['$95/hr', 'On-site', 'Full-time', 'Internship']","['Statistical Software', 'Analytical Skills', 'Cell Biology', 'Cell Culture', 'Communication', 'Data Analysis', 'LaTeX', 'Molecular Biology', 'Polymerase Chain Reaction (PCR)', 'Written Communication']"
researcher,Philanthropy Research Intern,Anonymous Philanthropy LLC,"Laguna Hills, CA (On-site)","Laguna Hills, CA",1 week ago,$20/hr,"['$20/hr', 'On-site', 'Part-time']","['Analytical Skills', 'Communication', 'Google Workspace', 'Meeting Scheduling', 'Organization Skills', 'Problem Solving', 'Qualitative Research', 'Research Skills', 'Time Management', 'Written Communication']"
researcher,Research Analyst II (65343BR),Harvard Graduate School of Education,"Cambridge, MA (Hybrid)","Cambridge, MA",Reposted 2 weeks ago,0,"['Hybrid', 'Full-time']","['Data Analytics', 'Build Strong Relationships', 'Communication', 'Computer Science', 'Data Analysis', 'Data Preparation', 'Economics', 'Education Policy', 'Quantitative Research', 'Social Sciences']"
researcher,Vacation Researcher - Work from Home,Get Your Beach On Travel,"Kentucky, United States (Remote)","Kentucky, United States",2 weeks ago,0,"['Remote', 'Full-time', 'Entry level']","['Analytical Skills', 'Attention to Detail', 'Communication', 'Customer Service', 'MATLAB', 'Molecular Biology', 'Polymerase Chain Reaction (PCR)', 'Statistics', 'Teamwork', 'Written Communication']"
researcher,Security Researcher,Microsoft,"Illinois, United States (Remote)","Illinois, United States",1 week ago,"$81,900/yr - $174,600/yr (from job description)","['$81.9K/yr - $174.6K/yr', 'Remote', 'Full-time']","['Anomaly Detection', 'Computer Science', 'Cybersecurity', 'Information Security', 'Malware Analysis', 'Originating', 'Penetration Testing', 'Reverse Engineering', 'Security Protocols', 'Vulnerability Assessment']"
researcher,Applied Research Interns,"Pixocial, Human-First AI","Seattle, WA (Hybrid)","Seattle, WA",1 week ago,$30/hr - $50/hr,"['$30/hr - $50/hr', 'Hybrid', 'Internship', 'Internship']","['2D Animation', '2D graphics', '3D', 'Computer Vision', 'Computer-Generated Imagery (CGI)', 'Editing', 'Image Processing', 'Research Skills', 'Visual Identity']"
researcher,Research Analyst,University of Chicago,"Chicago, IL (On-site)","Chicago, IL",4 months ago,0,"['On-site', 'Entry level']",[]
researcher,"Research Scientist Intern, Monetization Computer Vision (PhD)",Meta,"New York, NY","New York, NY",3 applicants,"$7,500/month - $11,333/month (from job description)","['$7,500/month - $11.3K/month', 'Full-time', 'Internship']","['Applied Mathematics', 'Artificial Intelligence (AI)', 'Computer Science', 'Data Science', 'Diffusion', 'Empirical Research', 'Generative AI', 'Image Processing', 'Java', 'Pattern Recognition']"
researcher,Scientific Research Analyst II,Tulane University,"New Orleans, LA (On-site)","New Orleans, LA",2 months ago,0,"['On-site', 'Full-time', 'Entry level']","['Data Analytics', 'Statistical Software', 'Communication', 'Computer Literacy', 'Confidentiality', 'Economics', 'Interpersonal Skills', 'Organization Skills', 'Sociology', 'Written Communication']"
researcher,Part Time User Experience (UX) Researcher,Robert Half,"Bloomington, MN (Remote)","Bloomington, MN",2 weeks ago,$50/hr - $60/hr,"['$50/hr - $60/hr', 'Remote', 'Contract', 'Mid-Senior level']","['API Development', 'Analytical Skills', 'Communication', 'Functionality', 'Group Communication', 'Performance Metrics', 'Product Vision', 'UX Research', 'User Experience (UX)', 'User Interface Design']"
researcher,Experienced Machine Learning Quantitative Researcher,Jobs via eFinancialCareers,"Miami, FL","Miami, FL",3 months ago,"$500,000/yr (from job description)","['$500K/yr', 'Full-time', 'Mid-Senior level']","['Algorithm Development', 'Artificial Intelligence (AI)', 'Computer Science', 'Data Science', 'Deep Learning', 'Mathematics', 'Natural Language Processing (NLP)', 'Optimization', 'Pattern Recognition', 'Speech Recognition']"
researcher,UX Researcher,Federal Reserve Bank of San Francisco,"San Francisco, CA (Hybrid)","San Francisco, CA",69 applicants,"$87,600/yr - $139,900/yr (from job description)","['$87.6K/yr - $139.9K/yr', 'Hybrid', 'Full-time', 'Entry level']","['Cognitive Psychology', 'Communication', 'Design Thinking', 'Participatory Design', 'UX Research', 'Usability', 'User Experience (UX)', 'User Interface Design', 'User-centered Design', 'Web Content Accessibility Guidelines (WCAG)']"
researcher,Equity Quantitative Researcher - Hedge Fund,Multi-Strategy Hedge Fund,New York City Metropolitan Area (On-site),New York City Metropolitan Area,4 weeks ago,0,"['On-site', 'Full-time', 'Associate']",[]
researcher,Business Analytics Bootcamp & Internship,Refonte Learning,United States (Remote),United States,8 applicants,0,"['Remote', 'Internship', 'Internship']","['Data Analytics', 'Python (Programming Language)', 'Algorithms', 'Business Analysis', 'Business Modeling', 'Communication', 'Financial Analysis', 'Machine Tools', 'Office 365 Administration', 'Programming', 'Text Analytics']"
researcher,Quantitative Researcher - Futures - Mid Frequency - NYC- Leading Global Macro Trading Firm,Jobs via eFinancialCareers,"New York, NY (On-site)","New York, NY",3 months ago,"$250,000/yr (from job description)","['$250K/yr', 'On-site', 'Full-time', 'Entry level']","['Python (Programming Language)', 'R (Programming Language)', 'Econometrics', 'Economics', 'Optimization', 'Quantitative Analytics', 'Quantitative Finance', 'Quantitative Research', 'Research Skills', 'Statistics']"
researcher,Quantitative Equity Research Analyst - 1998901,RightWorks,"New York, NY (Hybrid)","New York, NY",12 applicants,"$200,000/yr - $400,000/yr","['$200K/yr - $400K/yr', 'Hybrid', 'Full-time', 'Associate']","['Equity Research Analysis', 'Equity Valuation', 'Finance', 'Financial Analysis', 'Financial Modeling', 'Financial Statement Analysis', 'Investments', 'Quantitative Analytics', 'Research Skills', 'Teamwork']"
researcher,"Research Scientist Intern, Optimization, Privacy and Inference (PhD)",Meta,"New York, NY","New York, NY",Reposted 6 days ago,"$7,500/month - $11,333/month (from job description)","['$7,500/month - $11.3K/month', 'Full-time', 'Internship']","['Analytical Skills', 'Communication', 'Computer Science', 'Deep Learning', 'Empirical Research', 'Optimization', 'Pattern Recognition', 'Polymerase Chain Reaction (PCR)', 'PyTorch', 'Statistics']"
researcher,Conflicts Researcher,BakerHostetler,"Philadelphia, PA (Remote)","Philadelphia, PA",Reposted 2 weeks ago,"$50,000/yr - $65,000/yr (from job description)","['$50K/yr - $65K/yr', 'Remote', 'Full-time', 'Entry level']","['Analytical Skills', 'Attention to Detail', 'Biochemistry', 'Communication', 'Online Research', 'Polymerase Chain Reaction (PCR)', 'Qualitative Research']"
researcher,Machine Learning Researcher,Selby Jennings,"New York, NY (Hybrid)","New York, NY",1 day ago,"$200,000/yr - $300,000/yr","['$200K/yr - $300K/yr', 'Hybrid', 'Full-time', 'Mid-Senior level']","['Algorithms', 'Artificial Intelligence (AI)', 'Computer Science', 'Computer Vision', 'Data Mining', 'Data Science', 'Deep Learning', 'Machine Learning', 'Neural Networks', 'Pattern Recognition']"
researcher,AI Research Intern,Intuitive,"Sunnyvale, CA (On-site)","Sunnyvale, CA",1 week ago,"$128,960/yr - $170,560/yr","['$129K/yr - $170.6K/yr', 'On-site', 'Full-time', 'Internship']","['Analytical Skills', 'Artificial Intelligence (AI)', 'Communication', 'Computer Science', 'Data Science', 'Deep Learning', 'Machine Learning', 'Problem Solving', 'Reasoning Skills', 'Writing']"
researcher,Data Researcher (Intern),Jensen Partners,"New York, NY (Remote)","New York, NY",2 weeks ago,0,"['Remote', 'Internship', 'Internship']","['Alternative Investments', 'Business Knowledge', 'Client Presentation', 'Communication', 'Data Entry', 'Data Integrity', 'Policy Analysis', 'Presentations', 'Problem Solving', 'Visualization']"
researcher,"Research Assistant, Economic Policy Studies",American Enterprise Institute,"Washington, DC (On-site)","Washington, DC",Reposted 4 days ago,"$50,000/yr - $54,000/yr (from job description)","['$50K/yr - $54K/yr', 'On-site', 'Full-time', 'Entry level']","['R (Programming Language)', 'Stata', 'Communication', 'Economic Policy', 'Economics', 'Keyboards', 'Linear Algebra', 'Mathematics', 'Multivariable Calculus', 'Tax Policy']"
researcher,Quantitative Risk Analyst Intern,USAA,"San Antonio, TX (On-site)","San Antonio, TX",Reposted 2 weeks ago,0,"['On-site', 'Internship', 'Internship']","['Communication', 'Compliance Procedures', 'Mathematics', 'Model Validation', 'Modeling', 'Presentations', 'Problem Solving', 'Quantitative Analytics', 'Quantitative Risk', 'Statistical Analysis']"
researcher,"Research Fellow, Blueprint Labs",Massachusetts Institute of Technology,"Cambridge, MA (On-site)","Cambridge, MA",2 months ago,0,"['On-site', 'Full-time', 'Entry level']","['Data Analytics', 'Computer Science', 'Computer Simulations', 'Data Analysis', 'Mathematics', 'Organization Skills', 'Quantitative Data', 'Research Methods', 'Reverse Transcription Polymerase Chain Reaction (RT-PCR)', 'Social Sciences']"
researcher,Quantitative Researcher - Full-Time Campus Hire,Two Sigma,"New York, United States (Hybrid)","New York, United States",Reposted 3 days ago,"$200,000/yr - $220,000/yr (from job description)",[],"['Data Analytics', 'Python (Programming Language)', 'Academic Publishing', 'C (Programming Language)', 'C++', 'Data Analysis', 'Datasets', 'Java', 'Programming', 'Programming Languages']"
researcher,Entry Level - Vacation Researcher,Why Not Travel,"New York, United States (Remote)","New York, United States",4 weeks ago,0,"['Remote', 'Full-time', 'Entry level']","['Analytical Skills', 'Attention to Detail', 'Data Analysis', 'Molecular Biology', 'Organization Skills', 'Polymerase Chain Reaction (PCR)', 'Qualitative Research', 'Statistics', 'Teamwork', 'Timelines']"
researcher,Online Survey Researcher (Work-at-Home),Maxion Research,"Lakewood Ranch, FL (Remote)","Lakewood Ranch, FL",5 applicants,$35/hr (from job description),"['$35/hr', 'Remote', 'Part-time', 'Entry level']","['Analytical Skills', 'Cell Culture', 'Data Analysis', 'Data Entry', 'Internet Access', 'Molecular Biology', 'Polymerase Chain Reaction (PCR)', 'Qualitative Research', 'Statistics', 'Teamwork']"
researcher,Entry-Level Quantitative Strategist,WorldQuant,"New York, United States","New York, United States",Reposted 4 days ago,"$150,000/yr - $200,000/yr (from job description)","['$150K/yr - $200K/yr', 'Full-time', 'Entry level']","['Python (Programming Language)', 'Algorithms', 'Copyright Law', 'Data Structures', 'Knowledge Acquisition', 'Problem Solving', 'Quantitative Finance', 'Quantitative Investing', 'Quantitative Research', 'Trading Strategies']"
researcher,Entry-Level Quantitative Strategist,WorldQuant,"San Francisco, CA","San Francisco, CA",Reposted 2 weeks ago,"$150,000/yr - $200,000/yr (from job description)","['$150K/yr - $200K/yr', 'Full-time', 'Entry level']","['Python (Programming Language)', 'Algorithms', 'Copyright Law', 'Data Structures', 'Knowledge Acquisition', 'Problem Solving', 'Quantitative Finance', 'Quantitative Investing', 'Quantitative Research', 'Trading Strategies']"
researcher,"Unum Scholar Intern - Portland, ME",Unum,"Portland, ME (On-site)","Portland, ME",2 applicants,0,"['On-site', 'Part-time']",[]
researcher,BuzzFeed.com Creative AI Fellow,BuzzFeed,United States (Remote),United States,3 weeks ago,$18/hr - $28/hr (from job description),"['$18/hr - $28/hr', 'Remote', 'Contract', 'Internship']","['Content Creation', 'Content Strategy', 'Digital Trends', 'Generative AI', 'Internet Culture', 'Social Trends', 'Stable Diffusion', 'Threads', 'Twitter', 'Video Editing']"
researcher,ML Research Intern,Diffuse Bio,"Redwood City, CA (On-site)","Redwood City, CA",1 month ago,0,"['On-site', 'Full-time', 'Internship']",[]
researcher,Temporary - Research (Non-Exempt),Vanderbilt University,Nashville Metropolitan Area (On-site),Nashville Metropolitan Area,21 applicants,0,"['On-site', 'Part-time', 'Entry level']","['Analytical Skills', 'Biochemistry', 'Cell Culture', 'Data Analysis', 'MATLAB', 'Molecular Biology', 'Polymerase Chain Reaction (PCR)', 'Qualitative Research', 'Statistics', 'Teamwork']"
